Prediction Date,Actual Outcome,Predicted Outcome,Win Probability,Confidence Score,Prediction Correct
2026-01-05,Abandoned,Abandoned,0.3163,Medium,True
2026-01-30,Abandoned,Abandoned,0.2147,Medium,True
2025-11-28,Won,Abandoned,0.1432,High,False
2026-01-05,Won,Abandoned,0.1315,High,False
2026-01-30,Won,Abandoned,0.1952,High,False
2026-02-27,Won,Won,0.5096,Medium,True
2025-11-28,Abandoned,Abandoned,0.1926,High,True
2026-01-05,Abandoned,Abandoned,0.1159,High,True
2026-01-30,Abandoned,Abandoned,0.1926,High,True
2025-11-28,Abandoned,Won,0.6165,Medium,False
2026-01-05,Abandoned,Won,0.5342,Medium,False
2026-01-30,Abandoned,Won,0.5966,Medium,False
2026-02-27,Abandoned,Won,0.5966,Medium,False
2025-11-28,Won,Lost,0.1259,Medium,False
2026-01-05,Won,Lost,0.2056,Medium,False
2026-01-30,Won,Lost,0.123,Medium,False
2026-02-27,Won,Lost,0.117,Medium,False
2026-04-10,Won,Lost,0.1247,Medium,False
2025-11-28,Abandoned,Abandoned,0.1999,Medium,True
2025-11-28,Abandoned,Abandoned,0.4081,Low,True
2026-01-05,Abandoned,Abandoned,0.4057,Low,True
2025-11-28,Won,Abandoned,0.098,High,False
2025-11-28,Abandoned,Won,0.5475,Medium,False
2026-01-05,Abandoned,Won,0.4647,Medium,False
2026-01-30,Abandoned,Won,0.5509,Medium,False
2026-02-27,Abandoned,Won,0.5475,Medium,False
2025-11-28,Won,Abandoned,0.4207,Medium,False
2026-01-05,Won,Abandoned,0.4119,Medium,False
2026-01-30,Won,Won,0.6561,Medium,True
2025-11-28,Abandoned,Abandoned,0.3655,Low,True
2025-11-28,Abandoned,Abandoned,0.1644,High,True
2026-01-05,Abandoned,Abandoned,0.1035,High,True
2025-11-28,Abandoned,Abandoned,0.0813,Medium,True
2026-01-05,Abandoned,Abandoned,0.0836,Medium,True
2026-01-30,Abandoned,Abandoned,0.0826,Medium,True
2026-02-27,Abandoned,Abandoned,0.0859,Medium,True
2025-11-28,Won,Abandoned,0.2418,Medium,False
2026-01-05,Won,Abandoned,0.2929,Medium,False
2026-01-30,Won,Abandoned,0.2199,Medium,False
2026-02-27,Won,Lost,0.4318,Medium,False
2025-11-28,Abandoned,Lost,0.2678,Medium,False
2025-11-28,Lost,Won,0.5673,Medium,False
2026-01-05,Lost,Won,0.552,Medium,False
2026-01-30,Lost,Lost,0.296,Medium,True
2026-02-27,Lost,Lost,0.3938,Medium,True
2025-11-28,Won,Lost,0.4399,Low,False
2026-01-05,Won,Won,0.4583,Medium,True
2025-11-28,Won,Lost,0.3399,Low,False
2026-01-05,Won,Lost,0.2729,Low,False
2025-11-28,Won,Lost,0.4273,Low,False
2026-01-05,Won,Lost,0.2715,Low,False
2025-11-28,Won,Won,0.5132,Medium,True
2026-01-05,Won,Won,0.5113,Medium,True
2025-11-28,Abandoned,Lost,0.2291,Medium,False
2026-01-05,Abandoned,Lost,0.3433,Low,False
2026-01-30,Abandoned,Lost,0.3058,Medium,False
2026-02-27,Abandoned,Won,0.4544,Medium,False
2026-04-10,Abandoned,Won,0.4973,Medium,False
2025-11-28,Won,Won,0.7133,High,True
2025-11-28,Won,Abandoned,0.1141,High,False
2026-01-05,Won,Lost,0.417,Low,False
2025-11-28,Won,Won,0.6396,Medium,True
2026-01-05,Won,Won,0.5865,Medium,True
2026-01-30,Won,Abandoned,0.424,Medium,False
2025-11-28,Abandoned,Abandoned,0.3113,Medium,True
2026-01-05,Abandoned,Abandoned,0.2529,Medium,True
2026-01-30,Abandoned,Abandoned,0.2944,Medium,True
2026-02-27,Abandoned,Abandoned,0.2934,Medium,True
2026-04-10,Abandoned,Abandoned,0.2944,Medium,True
2025-11-28,Abandoned,Abandoned,0.3593,Medium,True
2026-01-05,Abandoned,Abandoned,0.2798,Medium,True
2026-01-30,Abandoned,Lost,0.383,Medium,False
2025-11-28,Abandoned,Won,0.5138,Medium,False
2026-01-05,Abandoned,Abandoned,0.4268,Medium,True
2025-11-28,Abandoned,Won,0.7516,High,False
2026-01-05,Abandoned,Won,0.7373,High,False
2026-01-30,Abandoned,Won,0.7428,High,False
2026-02-27,Abandoned,Lost,0.3724,Medium,False
2025-11-28,Won,Lost,0.3228,Medium,False
2026-01-05,Won,Lost,0.4009,Medium,False
2026-01-30,Won,Lost,0.3304,Medium,False
2026-02-27,Won,Lost,0.3777,Medium,False
2025-11-28,Won,Lost,0.442,Medium,False
2026-01-05,Won,Lost,0.3456,Medium,False
2026-01-30,Won,Lost,0.3783,Medium,False
2026-02-27,Won,Lost,0.3815,Low,False
2025-11-28,Won,Won,0.4627,Medium,True
2026-02-27,Won,Won,0.6236,Medium,True
2026-04-10,Won,Abandoned,0.3705,Medium,False
2025-11-28,Won,Won,0.4641,Medium,True
2026-01-05,Won,Abandoned,0.3606,Low,False
2025-11-28,Won,Won,0.7761,High,True
2026-01-05,Won,Won,0.4507,Medium,True
2025-11-28,Abandoned,Won,0.4703,Medium,False
2025-11-28,Won,Won,0.605,Medium,True
2026-01-05,Won,Won,0.478,Medium,True
2026-01-30,Won,Won,0.488,Medium,True
2026-02-27,Won,Won,0.4836,Medium,True
2025-11-28,Abandoned,Abandoned,0.2561,High,True
2026-01-05,Abandoned,Abandoned,0.2442,Medium,True
2026-01-30,Abandoned,Abandoned,0.1652,High,True
2025-11-28,Won,Won,0.5506,Medium,True
2026-01-05,Won,Won,0.4627,Medium,True
2026-01-30,Won,Won,0.5506,Medium,True
2026-02-27,Won,Won,0.5506,Medium,True
2026-04-10,Won,Won,0.5506,Medium,True
2025-11-28,Abandoned,Abandoned,0.2062,High,True
2026-01-05,Abandoned,Abandoned,0.1754,High,True
2025-11-28,Abandoned,Won,0.602,Medium,False
2025-11-28,Abandoned,Won,0.5706,Medium,False
2025-11-28,Abandoned,Won,0.5352,Medium,False
2026-01-05,Abandoned,Abandoned,0.3376,Medium,True
2026-01-30,Abandoned,Abandoned,0.4369,Medium,True
2025-11-28,Abandoned,Abandoned,0.2795,Medium,True
2026-01-05,Abandoned,Abandoned,0.2228,Medium,True
2026-01-30,Abandoned,Abandoned,0.2795,Medium,True
2025-11-28,Abandoned,Won,0.6278,Medium,False
2026-01-05,Abandoned,Won,0.5603,Medium,False
2026-01-30,Abandoned,Won,0.6278,Medium,False
2025-11-28,Abandoned,Won,0.4677,Medium,False
2026-01-05,Abandoned,Abandoned,0.3892,Medium,True
2026-01-30,Abandoned,Won,0.4677,Medium,False
2026-02-27,Abandoned,Won,0.5532,Medium,False
2026-04-10,Abandoned,Won,0.557,Medium,False
2025-11-28,Abandoned,Abandoned,0.2462,Medium,True
2025-11-28,Abandoned,Abandoned,0.1195,High,True
2025-11-28,Abandoned,Abandoned,0.177,High,True
2025-11-28,Abandoned,Abandoned,0.3237,Low,True
2026-01-05,Abandoned,Abandoned,0.256,Low,True
2026-01-30,Abandoned,Abandoned,0.3237,Low,True
2026-02-27,Abandoned,Abandoned,0.309,Low,True
2025-11-28,Abandoned,Lost,0.3611,Medium,False
2025-11-28,Abandoned,Lost,0.2384,Low,False
2026-01-05,Abandoned,Lost,0.1951,Low,False
2026-01-30,Abandoned,Lost,0.2384,Low,False
2026-02-27,Abandoned,Lost,0.2384,Low,False
2026-04-10,Abandoned,Lost,0.2384,Low,False
2026-05-08,Abandoned,Lost,0.2384,Low,False
2025-11-28,Abandoned,Abandoned,0.3298,Medium,True
2026-01-05,Abandoned,Abandoned,0.312,Medium,True
2026-01-30,Abandoned,Abandoned,0.3738,Medium,True
2026-02-27,Abandoned,Abandoned,0.3738,Medium,True
2026-04-10,Abandoned,Abandoned,0.3738,Medium,True
2025-11-28,Won,Abandoned,0.4031,Low,False
2026-01-05,Won,Lost,0.4352,Medium,False
2026-01-30,Won,Won,0.5508,Medium,True
2026-02-27,Won,Won,0.617,Medium,True
2026-04-10,Won,Won,0.4567,Medium,True
2026-02-27,Won,Lost,0.3835,Medium,False
2026-04-10,Won,Won,0.5264,Medium,True
2025-11-28,Won,Abandoned,0.3644,Medium,False
2026-01-05,Won,Abandoned,0.3158,Medium,False
2025-11-28,Won,Won,0.5587,Medium,True
2026-01-05,Won,Won,0.6011,Medium,True
2025-11-28,Won,Won,0.4931,Medium,True
2026-01-05,Won,Won,0.6209,Medium,True
2025-11-28,Won,Won,0.7426,High,True
2026-01-05,Won,Won,0.7255,High,True
2026-01-30,Won,Won,0.7742,High,True
2025-11-28,Won,Abandoned,0.2603,High,False
2026-01-05,Won,Abandoned,0.2489,Medium,False
2026-01-30,Won,Won,0.5435,Medium,True
2025-11-28,Abandoned,Won,0.629,Medium,False
2025-11-28,Lost,Abandoned,0.2788,Medium,False
2025-11-28,Won,Won,0.5842,Medium,True
2026-01-05,Won,Lost,0.4265,Medium,False
2025-11-28,Abandoned,Abandoned,0.2183,High,True
2026-01-05,Abandoned,Abandoned,0.1742,High,True
2025-11-28,Abandoned,Abandoned,0.3853,Medium,True
2026-01-05,Abandoned,Abandoned,0.326,Medium,True
2026-01-30,Abandoned,Abandoned,0.3853,Medium,True
2025-11-28,Abandoned,Won,0.6194,Medium,False
2026-01-05,Abandoned,Won,0.5674,Medium,False
2026-01-30,Abandoned,Won,0.6194,Medium,False
2026-02-27,Abandoned,Won,0.6194,Medium,False
2025-11-28,Abandoned,Abandoned,0.1009,Medium,True
2026-01-05,Abandoned,Abandoned,0.0308,High,True
2026-01-30,Abandoned,Abandoned,0.0369,High,True
2025-11-28,Abandoned,Abandoned,0.2792,Medium,True
2026-01-05,Abandoned,Abandoned,0.2178,High,True
2026-01-30,Abandoned,Abandoned,0.2792,Medium,True
2026-02-27,Abandoned,Abandoned,0.2792,Medium,True
2025-11-28,Abandoned,Lost,0.2529,Medium,False
2025-11-28,Abandoned,Abandoned,0.3063,Medium,True
2026-01-05,Abandoned,Abandoned,0.2218,Medium,True
2026-01-30,Abandoned,Abandoned,0.2541,Medium,True
2026-02-27,Abandoned,Abandoned,0.2634,Medium,True
2026-04-10,Abandoned,Abandoned,0.2645,Medium,True
2025-11-28,Won,Won,0.4997,Medium,True
2025-11-28,Abandoned,Abandoned,0.2721,High,True
2025-11-28,Abandoned,Lost,0.3677,Medium,False
2025-11-28,Abandoned,Won,0.5441,Medium,False
2026-01-05,Abandoned,Won,0.5823,Medium,False
2026-01-30,Abandoned,Won,0.6083,Medium,False
2026-02-27,Abandoned,Won,0.5485,Medium,False
2026-04-10,Abandoned,Won,0.533,Medium,False
2026-05-08,Abandoned,Won,0.5872,Medium,False
2025-11-28,Won,Abandoned,0.2588,High,False
2026-01-05,Won,Abandoned,0.2638,Medium,False
2026-01-30,Won,Abandoned,0.3553,Medium,False
2026-02-27,Won,Won,0.5323,Medium,True
2026-04-10,Won,Won,0.535,Medium,True
2026-05-08,Won,Abandoned,0.4024,Medium,False
2025-11-28,Won,Won,0.6004,Medium,True
2026-01-05,Won,Won,0.8325,High,True
2026-01-30,Won,Won,0.8051,High,True
2025-11-28,Won,Won,0.7315,High,True
2026-01-05,Won,Won,0.9016,High,True
2026-01-30,Won,Won,0.8216,High,True
2026-02-27,Won,Won,0.9089,High,True
2025-11-28,Abandoned,Won,0.6906,Medium,False
2026-01-05,Abandoned,Won,0.6346,Medium,False
2025-11-28,Abandoned,Abandoned,0.3284,Medium,True
2026-01-05,Abandoned,Abandoned,0.3337,Medium,True
2026-01-30,Abandoned,Abandoned,0.3284,Medium,True
2026-02-27,Abandoned,Abandoned,0.3284,Medium,True
2026-04-10,Abandoned,Abandoned,0.3628,Medium,True
2026-05-08,Abandoned,Abandoned,0.4402,Low,True
2025-11-28,Abandoned,Abandoned,0.303,Medium,True
2025-11-28,Won,Won,0.5418,Medium,True
2025-11-28,Won,Lost,0.2464,Medium,False
2026-01-05,Won,Lost,0.4081,Medium,False
2026-01-30,Won,Lost,0.2822,Medium,False
2025-11-28,Lost,Lost,0.448,Low,True
2026-01-05,Lost,Lost,0.3793,Low,True
2026-01-30,Lost,Won,0.4562,Medium,False
2026-02-27,Lost,Won,0.5186,Medium,False
2026-04-10,Lost,Won,0.7045,High,False
2025-11-28,Won,Won,0.4709,Medium,True
2026-01-05,Won,Won,0.5884,Medium,True
2026-01-30,Won,Lost,0.3802,Medium,False
2025-11-28,Won,Abandoned,0.4,Low,False
2025-11-28,Won,Abandoned,0.2538,High,False
2026-01-05,Won,Abandoned,0.239,High,False
2026-01-30,Won,Abandoned,0.3492,Medium,False
2026-02-27,Won,Won,0.5853,Medium,True
2025-11-28,Won,Abandoned,0.2588,High,False
2026-01-05,Won,Abandoned,0.2638,Medium,False
2026-01-30,Won,Won,0.6383,Medium,True
2026-02-27,Won,Won,0.5694,Medium,True
2025-11-28,Lost,Abandoned,0.2526,Low,False
2026-01-05,Lost,Lost,0.4135,Low,True
2025-11-28,Abandoned,Won,0.6003,Medium,False
2026-01-05,Abandoned,Won,0.4789,Medium,False
2026-01-30,Abandoned,Abandoned,0.4125,Medium,True
2026-02-27,Abandoned,Abandoned,0.4125,Medium,True
2025-11-28,Abandoned,Abandoned,0.0722,High,True
2026-01-05,Abandoned,Abandoned,0.0437,High,True
2026-01-30,Abandoned,Abandoned,0.0737,High,True
2026-02-27,Abandoned,Abandoned,0.0737,High,True
2026-04-10,Abandoned,Abandoned,0.0692,High,True
2025-11-28,Abandoned,Won,0.5753,Medium,False
2026-01-05,Abandoned,Won,0.4953,Medium,False
2025-11-28,Abandoned,Abandoned,0.3271,Medium,True
2026-01-05,Abandoned,Abandoned,0.2553,Medium,True
2026-01-30,Abandoned,Abandoned,0.3316,Medium,True
2026-02-27,Abandoned,Abandoned,0.3316,Medium,True
2025-11-28,Won,Abandoned,0.195,High,False
2026-01-05,Won,Abandoned,0.1693,High,False
2025-11-28,Abandoned,Abandoned,0.2041,High,True
2026-01-05,Abandoned,Abandoned,0.1892,High,True
2026-01-30,Abandoned,Abandoned,0.2144,High,True
2025-11-28,Abandoned,Abandoned,0.1604,Medium,True
2026-01-05,Abandoned,Abandoned,0.1267,High,True
2026-01-30,Abandoned,Abandoned,0.1521,Medium,True
2025-11-28,Abandoned,Won,0.4779,Medium,False
2026-01-05,Abandoned,Abandoned,0.4075,Medium,True
2025-11-28,Abandoned,Won,0.4684,Medium,False
2026-01-05,Abandoned,Won,0.5716,Medium,False
2026-01-30,Abandoned,Won,0.4736,Medium,False
2026-02-27,Abandoned,Won,0.5697,Medium,False
2026-04-10,Abandoned,Won,0.5697,Medium,False
2026-05-08,Abandoned,Won,0.5697,Medium,False
2025-11-28,Abandoned,Lost,0.4205,Medium,False
2026-01-05,Abandoned,Won,0.6033,Medium,False
2026-01-30,Abandoned,Won,0.5769,Medium,False
2026-02-27,Abandoned,Won,0.5336,Medium,False
2026-04-10,Abandoned,Won,0.6783,Medium,False
2025-11-28,Abandoned,Abandoned,0.3044,Medium,True
2026-01-05,Abandoned,Abandoned,0.2746,Medium,True
2026-01-30,Abandoned,Abandoned,0.3073,Medium,True
2026-02-27,Abandoned,Abandoned,0.3073,Medium,True
2025-11-28,Abandoned,Abandoned,0.1613,High,True
2026-01-05,Abandoned,Abandoned,0.2236,Medium,True
2026-02-27,Abandoned,Abandoned,0.1893,High,True
2026-04-10,Abandoned,Abandoned,0.2726,Medium,True
2026-05-08,Abandoned,Abandoned,0.2172,Medium,True
2025-11-28,Abandoned,Won,0.5078,Medium,False
2026-01-05,Abandoned,Abandoned,0.4205,Medium,True
2026-01-30,Abandoned,Won,0.5128,Medium,False
2026-02-27,Abandoned,Won,0.5128,Medium,False
2025-11-28,Won,Abandoned,0.183,Medium,False
2026-01-05,Won,Abandoned,0.1568,High,False
2026-01-30,Won,Abandoned,0.1581,High,False
2025-11-28,Won,Abandoned,0.2325,High,False
2026-01-05,Won,Abandoned,0.1888,High,False
2026-01-30,Won,Won,0.532,Medium,True
2025-11-28,Abandoned,Won,0.6212,Medium,False
2026-01-05,Abandoned,Won,0.6254,Medium,False
2026-01-30,Abandoned,Won,0.6254,Medium,False
2026-02-27,Abandoned,Won,0.6254,Medium,False
2026-04-10,Abandoned,Won,0.6091,Medium,False
2026-05-08,Abandoned,Won,0.6091,Medium,False
2025-11-28,Abandoned,Abandoned,0.2072,Medium,True
2025-11-28,Abandoned,Abandoned,0.404,Medium,True
2026-01-05,Abandoned,Abandoned,0.3593,Medium,True
2026-01-30,Abandoned,Abandoned,0.4092,Medium,True
2026-02-27,Abandoned,Abandoned,0.4092,Medium,True
2026-04-10,Abandoned,Abandoned,0.4092,Medium,True
2026-05-08,Abandoned,Won,0.4536,Medium,False
2025-11-28,Abandoned,Abandoned,0.115,High,True
2026-01-05,Abandoned,Abandoned,0.0974,High,True
2026-01-30,Abandoned,Abandoned,0.1169,High,True
2025-11-28,Abandoned,Abandoned,0.1946,Medium,True
2026-01-05,Abandoned,Abandoned,0.1751,Medium,True
2026-01-30,Abandoned,Abandoned,0.2375,Medium,True
2025-11-28,Abandoned,Won,0.5149,Medium,False
2026-01-05,Abandoned,Won,0.4809,Medium,False
2026-01-30,Abandoned,Won,0.5578,Medium,False
2025-11-28,Lost,Lost,0.059,High,True
2026-01-05,Lost,Lost,0.1182,High,True
2026-01-30,Lost,Lost,0.1381,Medium,True
2025-11-28,Abandoned,Won,0.5392,Medium,False
2026-01-05,Abandoned,Won,0.5543,Medium,False
2026-01-30,Abandoned,Won,0.576,Medium,False
2026-02-27,Abandoned,Won,0.5665,Medium,False
2025-11-28,Abandoned,Abandoned,0.3516,Medium,True
2025-11-28,Abandoned,Won,0.4821,Medium,False
2026-01-05,Abandoned,Abandoned,0.4319,Medium,True
2026-01-30,Abandoned,Won,0.4864,Medium,False
2026-02-27,Abandoned,Won,0.4864,Medium,False
2026-01-30,Won,Lost,0.3286,Medium,False
2026-02-27,Won,Won,0.5409,Medium,True
2026-04-10,Won,Lost,0.358,Medium,False
2025-11-28,Abandoned,Abandoned,0.2361,Medium,True
2025-11-28,Won,Abandoned,0.3315,Medium,False
2026-01-05,Won,Abandoned,0.1732,High,False
2026-01-30,Won,Won,0.5953,Medium,True
2025-11-28,Won,Abandoned,0.2547,High,False
2026-01-05,Won,Abandoned,0.2598,Medium,False
2026-01-30,Won,Abandoned,0.3553,Medium,False
2026-02-27,Won,Abandoned,0.3553,Medium,False
2026-04-10,Won,Won,0.6135,Medium,True
2025-11-28,Won,Abandoned,0.162,High,False
2026-01-05,Won,Abandoned,0.1429,High,False
2026-01-30,Won,Abandoned,0.1187,High,False
2026-02-27,Won,Abandoned,0.1187,High,False
2026-04-10,Won,Lost,0.3972,Medium,False
2025-11-28,Abandoned,Abandoned,0.4144,Medium,True
2026-01-05,Abandoned,Abandoned,0.3429,Medium,True
2026-01-30,Abandoned,Abandoned,0.3778,Medium,True
2026-02-27,Abandoned,Abandoned,0.3778,Medium,True
2026-04-10,Abandoned,Abandoned,0.3877,Medium,True
2025-11-28,Won,Won,0.4975,Medium,True
2026-01-05,Won,Won,0.6246,Medium,True
2026-01-30,Won,Lost,0.4463,Medium,False
2026-02-27,Won,Won,0.5578,Medium,True
2026-04-10,Won,Won,0.6661,Medium,True
2025-11-28,Won,Abandoned,0.4146,Medium,False
2026-01-05,Won,Abandoned,0.4434,Medium,False
2026-01-30,Won,Won,0.5628,Medium,True
2026-02-27,Won,Won,0.4915,Medium,True
2026-04-10,Won,Won,0.5368,Medium,True
2026-05-08,Won,Won,0.4564,Medium,True
2025-11-28,Abandoned,Abandoned,0.3149,Medium,True
2025-11-28,Won,Won,0.7428,High,True
2026-01-05,Won,Won,0.6201,Medium,True
2025-11-28,Won,Won,0.6212,Medium,True
2026-01-05,Won,Won,0.5992,Medium,True
2026-01-30,Won,Won,0.6258,Medium,True
2026-02-27,Won,Won,0.6067,Medium,True
2026-04-10,Won,Won,0.5719,Medium,True
2025-11-28,Won,Abandoned,0.1874,High,False
2026-01-05,Won,Abandoned,0.2966,Medium,False
2026-01-30,Won,Abandoned,0.2737,High,False
2026-02-27,Won,Won,0.664,Medium,True
2025-11-28,Abandoned,Abandoned,0.121,High,True
2026-01-05,Abandoned,Abandoned,0.062,High,True
2025-11-28,Abandoned,Won,0.6575,Medium,False
2026-01-05,Abandoned,Won,0.6553,Medium,False
2025-11-28,Abandoned,Abandoned,0.293,Medium,True
2026-01-05,Abandoned,Abandoned,0.1441,High,True
2025-11-28,Abandoned,Won,0.5125,Medium,False
2026-01-05,Abandoned,Abandoned,0.4423,Medium,True
2026-01-30,Abandoned,Won,0.5105,Medium,False
2025-11-28,Abandoned,Won,0.6891,Medium,False
2025-11-28,Abandoned,Won,0.6318,Medium,False
2025-11-28,Abandoned,Abandoned,0.2476,High,True
2026-01-05,Abandoned,Abandoned,0.3047,Medium,True
2026-01-30,Abandoned,Abandoned,0.2515,Medium,True
2026-02-27,Abandoned,Abandoned,0.2515,Medium,True
2026-04-10,Abandoned,Abandoned,0.2812,Medium,True
2025-11-28,Abandoned,Won,0.4649,Medium,False
2026-01-05,Abandoned,Abandoned,0.3895,Medium,True
2026-01-30,Abandoned,Won,0.4649,Medium,False
2025-11-28,Lost,Abandoned,0.3238,Low,False
2026-01-05,Lost,Abandoned,0.345,Low,False
2025-11-28,Abandoned,Won,0.5937,Medium,False
2026-01-05,Abandoned,Won,0.5692,Medium,False
2025-11-28,Abandoned,Abandoned,0.2364,High,True
2025-11-28,Abandoned,Abandoned,0.2568,High,True
2025-11-28,Abandoned,Won,0.4903,Medium,False
2026-01-05,Abandoned,Won,0.5097,Medium,False
2025-11-28,Won,Abandoned,0.198,Medium,False
2026-01-05,Won,Abandoned,0.25,Medium,False
2026-01-30,Won,Abandoned,0.2382,Medium,False
2026-02-27,Won,Abandoned,0.2936,Medium,False
2026-04-10,Won,Lost,0.2291,Medium,False
2025-11-28,Abandoned,Abandoned,0.2947,Medium,True
2026-01-05,Abandoned,Abandoned,0.2674,Medium,True
2026-01-30,Abandoned,Abandoned,0.2875,Low,True
2025-11-28,Won,Won,0.4602,Medium,True
2025-11-28,Won,Won,0.6759,Medium,True
2026-01-05,Won,Won,0.599,Medium,True
2026-01-30,Won,Won,0.6759,Medium,True
2026-02-27,Won,Won,0.6038,Medium,True
2026-04-10,Won,Won,0.5343,Medium,True
2026-05-08,Won,Won,0.4877,Medium,True
2025-11-28,Abandoned,Abandoned,0.2597,Low,True
2026-01-05,Abandoned,Abandoned,0.2977,Low,True
2026-01-30,Abandoned,Abandoned,0.4101,Low,True
2025-11-28,Abandoned,Abandoned,0.3917,Medium,True
2026-01-05,Abandoned,Abandoned,0.2701,Medium,True
2026-01-30,Abandoned,Abandoned,0.3917,Medium,True
2026-02-27,Abandoned,Abandoned,0.3966,Medium,True
2025-11-28,Abandoned,Won,0.5643,Medium,False
2026-01-05,Abandoned,Won,0.5731,Medium,False
2025-11-28,Abandoned,Abandoned,0.2723,Medium,True
2026-01-05,Abandoned,Abandoned,0.1969,High,True
2026-01-30,Abandoned,Abandoned,0.2723,Medium,True
2025-11-28,Abandoned,Won,0.4515,Medium,False
2025-11-28,Abandoned,Abandoned,0.2483,High,True
2025-11-28,Abandoned,Abandoned,0.1451,High,True
2026-01-05,Abandoned,Abandoned,0.2079,High,True
2026-01-30,Abandoned,Abandoned,0.2908,High,True
2026-02-27,Abandoned,Abandoned,0.3603,Medium,True
2025-11-28,Abandoned,Won,0.5474,Medium,False
2026-01-05,Abandoned,Won,0.4786,Medium,False
2026-01-30,Abandoned,Won,0.4895,Medium,False
2026-02-27,Abandoned,Won,0.4944,Medium,False
2025-11-28,Abandoned,Abandoned,0.4026,Low,True
2026-01-05,Abandoned,Abandoned,0.4395,Low,True
2026-01-30,Abandoned,Won,0.5152,Medium,False
2025-11-28,Won,Abandoned,0.2496,High,False
2026-01-05,Won,Abandoned,0.249,High,False
2026-01-30,Won,Abandoned,0.2496,High,False
2026-02-27,Won,Abandoned,0.2612,High,False
2026-04-10,Won,Won,0.6466,Medium,True
2025-11-28,Won,Won,0.4766,Medium,True
2026-01-05,Won,Won,0.5919,Medium,True
2026-01-30,Won,Won,0.6254,Medium,True
2026-02-27,Won,Won,0.6125,Medium,True
2025-11-28,Abandoned,Won,0.7759,High,False
2026-01-05,Abandoned,Won,0.6256,Medium,False
2026-01-30,Abandoned,Won,0.6882,Medium,False
2026-02-27,Abandoned,Won,0.6882,Medium,False
2026-04-10,Abandoned,Won,0.6882,Medium,False
2026-05-08,Abandoned,Won,0.6882,Medium,False
2025-11-28,Abandoned,Abandoned,0.2966,Medium,True
2026-01-05,Abandoned,Abandoned,0.2378,Medium,True
2025-11-28,Abandoned,Abandoned,0.2381,Medium,True
2025-11-28,Abandoned,Won,0.5431,Medium,False
2026-01-05,Abandoned,Won,0.479,Medium,False
2026-01-30,Abandoned,Won,0.48,Medium,False
2026-02-27,Abandoned,Won,0.48,Medium,False
2026-04-10,Abandoned,Won,0.496,Medium,False
2025-11-28,Won,Lost,0.3193,Low,False
2025-11-28,Won,Abandoned,0.3948,Medium,False
2026-02-27,Won,Won,0.4949,Medium,True
2026-04-10,Won,Abandoned,0.393,Medium,False
2025-11-28,Abandoned,Won,0.5341,Medium,False
2026-01-05,Abandoned,Won,0.4596,Medium,False
2026-01-30,Abandoned,Won,0.5172,Medium,False
2026-02-27,Abandoned,Won,0.544,Medium,False
2025-11-28,Abandoned,Abandoned,0.104,High,True
2026-01-05,Abandoned,Abandoned,0.0607,High,True
2026-01-30,Abandoned,Abandoned,0.104,High,True
2026-02-27,Abandoned,Abandoned,0.1059,High,True
2025-11-28,Abandoned,Won,0.7888,High,False
2025-11-28,Won,Abandoned,0.1382,High,False
2026-01-05,Won,Abandoned,0.142,High,False
2025-11-28,Won,Won,0.5467,Medium,True
2026-01-05,Won,Abandoned,0.3983,Medium,False
2026-01-30,Won,Abandoned,0.3912,Medium,False
2025-11-28,Abandoned,Abandoned,0.3063,Medium,True
2026-01-05,Abandoned,Abandoned,0.2436,Medium,True
2025-11-28,Won,Won,0.5978,Medium,True
2026-01-05,Won,Lost,0.4265,Medium,False
2025-11-28,Won,Won,0.6131,Medium,True
2026-01-05,Won,Won,0.5964,Medium,True
2026-01-30,Won,Won,0.627,Medium,True
2025-11-28,Abandoned,Lost,0.3481,Low,False
2026-01-05,Abandoned,Abandoned,0.326,Low,True
2026-01-30,Abandoned,Abandoned,0.313,Medium,True
2026-02-27,Abandoned,Abandoned,0.4464,Low,True
2026-04-10,Abandoned,Abandoned,0.3203,Medium,True
2025-11-28,Abandoned,Abandoned,0.3447,Medium,True
2026-01-05,Abandoned,Abandoned,0.3201,Medium,True
2026-01-30,Abandoned,Abandoned,0.2795,Medium,True
2026-02-27,Abandoned,Abandoned,0.2795,Medium,True
2025-11-28,Abandoned,Abandoned,0.3545,Medium,True
2025-11-28,Abandoned,Abandoned,0.4054,Medium,True
2026-01-05,Abandoned,Abandoned,0.43,Medium,True
2026-01-30,Abandoned,Abandoned,0.3551,Medium,True
2026-02-27,Abandoned,Abandoned,0.3219,Medium,True
2026-04-10,Abandoned,Abandoned,0.4053,Medium,True
2025-11-28,Abandoned,Abandoned,0.2601,Low,True
2025-11-28,Abandoned,Abandoned,0.1465,High,True
2026-01-05,Abandoned,Abandoned,0.1164,High,True
2026-01-30,Abandoned,Abandoned,0.1469,High,True
